id	multi	contrast	logFC	PValue	FDR	peptide_ids	phospho_ids	proteins	protein	gene_name	protein_names	sequence_length	n_razor_unique	reverse	contaminant
6786	1	Gib-WT	-0.0542	0.288	0.349	4813;8627;11351;14537;23458;26252;29699;34859;48132;53434;60076	6946;6947;6948;6949;10207;10208	Q96QU8;I3L2K0;I3L0S8	Q96QU8	XPO6	Exportin-6	1125	11	NA	NA
6787	1	Gib-WT	0.179	0.00121	0.00324	6862;9995;13619;13737;21076;23090;29068;29278;32627;47893;49132;50794;51572;52924;58289	6950	Q96R06;K7ELG0;E9PMD0;K7ELC8;F5GZT2;J3KSV2;J3QRV8;J3KTQ0	Q96R06	SPAG5	Sperm-associated antigen 5	1193	15	NA	NA
6789	1	Gib-WT	0.0403	0.538	0.597	4029;11815;60152	NA	Q96RD7	Q96RD7	PANX1	Pannexin-1	426	3	NA	NA
6790	1	Gib-WT	-0.341	2.01e-5	1.41e-4	1317;4635;21675;24332;34607;38451;50803;54795	NA	Q96RE7;K7ELC5;K7ENW4;Q96BF6	Q96RE7	NACC1	Nucleus accumbens-associated protein 1	527	8	NA	NA
6791	1	Gib-WT	0.0274	0.538	0.598	4155;16473;17304;22596;34388;34921	NA	Q96RF0	Q96RF0	SNX18	Sorting nexin-18	628	6	NA	NA
6792	1	Gib-WT	0.228	0.001	0.00277	5963;20267;25566	6951;6952	Q96RG2	Q96RG2	PASK	PAS domain-containing serine/threonine-protein kinase	1323	3	NA	NA
6793	1	Gib-WT	0.424	4.83e-6	5.52e-5	1149;8595;10111;15673;15784;16094;44664;46652;48298	6953;6954;6955	Q96RL1;D6RC40;D6RCQ3;D6R9M3;D6RDZ5	Q96RL1	UIMC1	BRCA1-A complex subunit RAP80	719	9	NA	NA
6794	1	Gib-WT	-0.0315	0.519	0.579	3731;7768;9279;19162;20502;26977;51797;55146	NA	Q96RL7;H0Y7P8	Q96RL7	VPS13A	Vacuolar protein sorting-associated protein 13A	3174	8	NA	NA
6795	1	Gib-WT	0.118	0.00393	0.00866	2121;7834;9012;15330;16046;16047;19088;19826;20732;28166;29756;37142;41917;58346;59797;60274	NA	Q96RP9;C9IZ01;F8WAU4;H7C5M4;C9JA25	Q96RP9;C9IZ01	GFM1	"Elongation factor G, mitochondrial"	751	16	NA	NA
6796	1	Gib-WT	-0.0802	0.0254	0.0424	23512;24848;27675;30716;45073;59932	NA	Q96RQ3;G5E9X5;F5GYT8;E9PHF7;F8WDI3;E9PG35	Q96RQ3;G5E9X5;F5GYT8;E9PHF7	MCCC1	"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial"	725	6	NA	NA
6798	1	Gib-WT	-0.437	0.011	0.0207	569;9403;29147	6956;6957;6958	Q96RR4;F5H4I7;F5H360	Q96RR4;F5H4I7	CAMKK2	Calcium/calmodulin-dependent protein kinase kinase 2	588	3	NA	NA
6799	1	Gib-WT	0.0321	0.367	0.432	9606;11176;16028;19705;27020;27283;48331	6959	Q96RS0	Q96RS0	TGS1	Trimethylguanosine synthase	853	7	NA	NA
6800	1	Gib-WT	-0.366	2.03e-6	3.32e-5	9430;15002;24301;30293;31992;32547;34730;34751;41349;41789;46931	NA	Q96RS6;A0A7I2V457	Q96RS6;A0A7I2V457	NUDCD1	NudC domain-containing protein 1	583	11	NA	NA
6801	1	Gib-WT	-0.193	2.9e-4	0.00103	4586;4800;11877;15226;16418;20865;23309;25960;26025;26375;29366;31136;31177;35976;40851;42049;42122;43877;45135;48984;49358;52143;52160;52942;56608;57106;57914	6960;6961;6962;6963;6964;6965;10209;10210;10211	Q96RT1;B4DIP2;H0YA04	Q96RT1	ERBB2IP	Protein LAP2	1412	27	NA	NA
6802	1	Gib-WT	-0.274	0.0049	0.0104	14327;15132;43771;48263;55926	6966	Q96RU2;B4E3L3;F5GZ74;G3V1N5;H0YG96	Q96RU2;B4E3L3	USP28	Ubiquitin carboxyl-terminal hydrolase 28;Ubiquitin carboxyl-terminal hydrolase	1077	5	NA	NA
6804	1	Gib-WT	0.0328	0.734	0.778	5965;15370;50459	NA	Q96RY7	Q96RY7	IFT140	Intraflagellar transport protein 140 homolog	1462	3	NA	NA
6805	1	Gib-WT	0.212	0.0018	0.0045	4477;19670;21915;21916;23199;24337;27067;27429;30324;33675;45321;47397;50933;55607	6968;6969;6970;6971;6972;6973;6974;6975;10669;10670	Q96S38;F5H7T0;F6RJM5;A0A087X1U5	Q96S38;F5H7T0;F6RJM5	RPS6KC1	Ribosomal protein S6 kinase delta-1	1066	14	NA	NA
6806	1	Gib-WT	0.618	1.34e-6	2.74e-5	5772;21921;49868	NA	Q96S44;Q5JZ02	Q96S44	TP53RK	TP53-regulating kinase	253	3	NA	NA
6807	1	Gib-WT	0.0674	0.0532	0.0809	72;5841;7184;7586;15158;32401;45846	NA	Q96S52;K7EN97	Q96S52	PIGS	GPI transamidase component PIG-S	555	7	NA	NA
6809	1	Gib-WT	0.0478	0.205	0.26	5930;15172;17841;35500;41356;43210;43303;46025;56197	6977;6978;6979	Q96S55	Q96S55	WRNIP1	ATPase WRNIP1	665	9	NA	NA
6810	1	Gib-WT	-0.289	0.0102	0.0195	2622;5609;7861;12240;17618;40768;47779	NA	Q96S59	Q96S59	RANBP9	Ran-binding protein 9	729	5	NA	NA
6811	1	Gib-WT	-0.493	1.6e-5	1.2e-4	8841;8879;47093;49160;49721	6980	Q96S82;H3BUV9;H3BSQ2;H3BSE0;H3BV23	Q96S82;H3BUV9	UBL7	Ubiquitin-like protein 7	380	5	NA	NA
6814	1	Gib-WT	-0.0725	0.0191	0.0335	372;4404;4614;5311;22432;26016;30699;38930;43254;47055;53812;55246;58817	6983	Q96SB3	Q96SB3	PPP1R9B	Neurabin-2	817	13	NA	NA
6815	1	Gib-WT	-0.126	0.00561	0.0117	5710;6504;10749;14522;15512;21092;31510;36161;36787;39901;44258;48974;50140	NA	Q96SB8;C9JMN1;A0A0A0MRY1;C9JEF0;A0A087WWI9	Q96SB8;C9JMN1	SMC6	Structural maintenance of chromosomes protein 6	1091	13	NA	NA
6817	1	Gib-WT	-0.176	0.00179	0.00447	4870;8273;12127;17799;23616;33202;37941;50673;55796;59262;59263;60300	NA	Q96SI9;E9PKQ0;Q5JPA5;H0YC91	Q96SI9	STRBP	Spermatid perinuclear RNA-binding protein	672	8	NA	NA
6818	1	Gib-WT	0.129	0.2	0.254	30662;47658;47745;48592;60607	1526;6985	Q96SK2	Q96SK2	TMEM209	Transmembrane protein 209	561	5	NA	NA
6819	1	Gib-WT	0.252	3.32e-4	0.00114	1832;5978;6889;10289;11020;13812;14092;20500;23127;29823;41286;46796;53775;55122;55724;59167	6986;6987;10212	Q96SN8;A0A0A0MRG9;B1AMJ5;Q5JTU8;F8WCI3;F8WBJ0;F8WF55;A0A087WWI2;A0A087WYE4;E9PS60	Q96SN8;A0A0A0MRG9;B1AMJ5;Q5JTU8	CDK5RAP2	CDK5 regulatory subunit-associated protein 2	1893	16	NA	NA
6820	1	Gib-WT	-0.0541	0.587	0.644	789;790;19569;20604;23150;23234;23235;23335;25997;35002;35674;37968;40664;51394;51395;57287;57288;58158	6988;6989;6990;6991;6992;6993;6994;6995;6996;6997;6998;6999;7000;7001;7002;7003;7004;7005;10213	Q96ST2;B8ZZB6	Q96ST2	IWS1	Protein IWS1 homolog	819	18	NA	NA
6821	1	Gib-WT	-0.292	2.65e-5	1.71e-4	184;1914;9729;10772;15152;18556;22691;23105;27460;27855;29284;29419;31501;33200;36555;40009;40572;43121;43975;44673;46665;48020;52121;57396;59996	7006;7007;7008	Q96ST3;H3BP90;H3BMA2;H3BT34;H3BQ76;H3BQ88;H3BNA0;H3BNZ3;H3BQL7	Q96ST3	SIN3A	Paired amphipathic helix protein Sin3a	1273	25	NA	NA
6822	1	Gib-WT	0.0683	0.126	0.17	7979;15467;23499;25940;26232;26233;27623;30957;51290;59055	7009;7010;7011	Q96SU4;A0A096LPC8;H0YE19	Q96SU4	OSBPL9	Oxysterol-binding protein-related protein 9	736	10	NA	NA
6823	1	Gib-WT	0.46	8.63e-5	4.12e-4	1821;3518;6655;8979;11033	NA	Q96SZ5	Q96SZ5	ADO	2-aminoethanethiol dioxygenase	270	5	NA	NA
6825	1	Gib-WT	-0.12	0.0165	0.0296	2734;4572;4575;6685;8157;8158;9024;11873;11874;15926;18803;24250;24357;24375;28455;33231;33511;34368;40592;43219;44881;48397;48989;49081;55503;56286;56298	7012;7013;7014;7015;7016;7017;7018;7019;7020;7021;7022;10214;10215;10216	Q96T23;H0YCN2;H0YER1;H7C306;H0YDG9;H0YEX0	Q96T23;H0YCN2;H0YER1	RSF1	Remodeling and spacing factor 1	1441	27	NA	NA
6826	1	Gib-WT	0.0782	0.0401	0.0633	80;2849;4660;10250;23976;26270;29202;32722;36632;45289;54960	NA	Q96T51;H0YAC8;H0YA47;J3KPP6;H0Y9Y8	Q96T51;H0YAC8	RUFY1	RUN and FYVE domain-containing protein 1	708	11	NA	NA
6827	1	Gib-WT	0.112	0.0177	0.0314	578;945;1241;1520;3015;4894;4949;5479;6756;7000;8412;9497;14911;15621;19283;20268;22725;23064;24605;32289;32290;33525;33716;38154;39873;43439;44846;45121;45683;46977;46992;48034;50540;51556;51754;52593;54302;55637;57827	7023;7024;7025;7026;7027;7028;7029;7030;7031;7032;7033;7034;7035;7036;10217	Q96T58;A0A669KB49;H0Y5U7;F6WRY4	Q96T58	SPEN	Msx2-interacting protein	3664	39	NA	NA
6828	1	Gib-WT	0.159	2.71e-4	9.7e-4	11335;17034;17400;20251;26501;29491;31707;32992;38564;42850;54720;54787;55345	NA	Q96T76;H0Y746;Q5T454;H0Y7V3;B0QZ77	Q96T76	MMS19	MMS19 nucleotide excision repair protein homolog	1030	13	NA	NA
6829	1	Gib-WT	-0.307	6.69e-6	6.86e-5	547;6069;15886;16437;16498;20114;22450;22451;22534;26483;42449;50458;57136;59183	7037;7038;7039;7040;7041;7042;7043;7044	Q96TA1	Q96TA1	FAM129B	Niban-like protein 1	746	14	NA	NA
6830	1	Gib-WT	0.176	6.72e-4	0.00199	4627;12893;16400;16408;21234;28812;30713;33499;37201;51101;53464	NA	Q96TA2;Q96I63;Q5T8D1;R4GNA5;Q5T8D2	Q96TA2;Q96I63	YME1L1	ATP-dependent zinc metalloprotease YME1L1	773	11	NA	NA
6831	1	Gib-WT	0.337	1.52e-5	1.16e-4	1396;6528;19926;25889;48027;49748	7045	Q96TC7;H0YMB1;H0YNE5;H0YLG5	Q96TC7;H0YMB1	RMDN3	Regulator of microtubule dynamics protein 3	470	6	NA	NA
6832	1	Gib-WT	-0.407	6.42e-5	3.32e-4	9864;13403;19366;19501;20420;33749;39007;39764;53199	7046;10218;10219;10220	Q99081;B4DGI9;F5GY10;B4DZP2;H0YNQ5	Q99081;B4DGI9;F5GY10	TCF12	Transcription factor 12	682	9	NA	NA
6834	1	Gib-WT	-0.274	7.07e-5	3.53e-4	5540;5541;7693;17450;21836;28370;29335;36466;51269	NA	Q99436;Q5TBG5	Q99436;Q5TBG5	PSMB7	Proteasome subunit beta type-7;Proteasome subunit beta type	277	9	NA	NA
6835	1	Gib-WT	0.725	1.03e-7	7.05e-6	5900;11719;11890;25759;25760;41621;47873;54776;55452;55453	7047;7048;7049;7050;7051;10221	Q99442;F8WF48;F8WCJ7	Q99442	SEC62	Translocation protein SEC62	399	10	NA	NA
6836	1	Gib-WT	-0.302	4.17e-4	0.00135	13155;16007;37951;38841;50696;52678	7052	Q99447;I3L1L9;I3L1R7;I3L3V9;I3L2Q1;I3L1C4	Q99447;I3L1L9;I3L1R7;I3L3V9;I3L2Q1	PCYT2	Ethanolamine-phosphate cytidylyltransferase	389	6	NA	NA
6837	1	Gib-WT	0.0245	0.558	0.617	8249;8931;11453;12712;19363;19581;21924;27893;31253;32158;34324;36547;41526;42077;45781;52527;55467;58964	7053	Q99459	Q99459	CDC5L	Cell division cycle 5-like protein	802	18	NA	NA
6838	1	Gib-WT	0.137	0.106	0.147	15684;23431;33904;59523	NA	Q99470;K7ELI9	Q99470;K7ELI9	SDF2	Stromal cell-derived factor 2	211	4	NA	NA
6839	1	Gib-WT	-0.531	0.0354	0.0569	46282;46827;47756;52487	7054	Q99496;X6RFN3	Q99496;X6RFN3	RNF2	E3 ubiquitin-protein ligase RING2	336	3	NA	NA
6840	1	Gib-WT	-0.145	0.00407	0.00894	7705;10321;10322;12409;15522;18033;27117;35644;57844;57858;57859	NA	Q99497;K7ELW0;K7EN27	Q99497;K7ELW0;K7EN27	PARK7	Protein deglycase DJ-1	189	11	NA	NA
6841	1	Gib-WT	0.354	5.14e-4	0.0016	947;26755;33620;35066;48509;57894	7055	Q99504;B1APR7	Q99504;B1APR7	EYA3	Eyes absent homolog 3;Eyes absent homolog	573	6	NA	NA
6843	1	Gib-WT	0.0795	0.185	0.237	9108;27934;36836;60490	NA	Q99523;A0A0J9YX61	Q99523	SORT1	Sortilin	831	4	NA	NA
6844	1	Gib-WT	-0.237	2.98e-4	0.00105	15529;21912;38873;44482;50547;53578;56240;56241;58204	NA	Q99536;K7ERT7;K7EJM4;K7ESA3;K7ENX2;K7EM19;K7ER81	Q99536	VAT1	Synaptic vesicle membrane protein VAT-1 homolog	393	9	NA	NA
6845	1	Gib-WT	0.149	0.0038	0.00843	6925;9778;15854;18331;18334;27874;28475;29919;30656;32426;46056;49675	NA	Q99541;Q5SYF5;Q5SYF3;Q5SYF4	Q99541	PLIN2	Perilipin-2	437	12	NA	NA
6846	1	Gib-WT	-0.00448	0.959	0.967	322;323;591;1937;6160;35539;36432;36433;37987;38780;39414;40534;49035;53972	7056;7057	Q99543;F2Z3N9;H7C3L7;F2Z3H0;C9IZ83	Q99543	DNAJC2	"DnaJ homolog subfamily C member 2;DnaJ homolog subfamily C member 2, N-terminally processed"	621	14	NA	NA
6847	1	Gib-WT	-0.154	0.00511	0.0108	2379;7320;17762;18027;20327;29184;31570;32025;33437;33438;33439;36361;41822;43898;54111;57614	7058;7059;7060;7061;7062;7063;7064;10222;10223	Q99549;A0A0A0MT47;H0Y6J1	Q99549	MPHOSPH8	M-phase phosphoprotein 8	860	16	NA	NA
6848	1	Gib-WT	0.117	0.00885	0.0173	7970;11443;11628;13627;16983;20163;20816;29044;38088;40795;49281;49319;55968	7065;7066;7067;7068;10224;10225	Q99567;J3KMX1;I3L4K7;I3L2W3;I3L245	Q99567;J3KMX1	NUP88	Nuclear pore complex protein Nup88	741	13	NA	NA
6849	1	Gib-WT	-0.0321	0.313	0.374	4012;7495;9161;13787;20156;21226;24184;24852;29572;32255;40625;45128;49891;50734;55458;57271	NA	Q99570;D6RJ98;D6RAC3;D6RBB7	Q99570	PIK3R4	Phosphoinositide 3-kinase regulatory subunit 4	1358	16	NA	NA
6850	1	Gib-WT	0.266	7.1e-5	3.54e-4	707;2350;10684;11266;14805;26264;28373;32737;38067;39750;41039;44283;45000;48059;48520;56666;56963;56964;57733;58924;59707;60175	7069;7070;10671	Q99575;E5RK39	Q99575	POP1	Ribonucleases P/MRP protein subunit POP1	1024	22	NA	NA
6851	1	Gib-WT	0.293	0.0199	0.0347	16973;28870;28950	NA	Q99583;V9GY02	Q99583	MNT	Max-binding protein MNT	582	3	NA	NA
6852	1	Gib-WT	-0.0197	0.709	0.756	9621;10138;13788;27011;30991;46450	NA	Q99584	Q99584	S100A13	Protein S100-A13	98	6	NA	NA
6853	1	Gib-WT	-0.516	1.01e-6	2.36e-5	1750;13071;16802;16803;17760;23465;26289;27974;28249;28430;30008;36561;36766;39793;39895;44384;45074;45504;47474;48718;50637;50638;51716;51895;55112;55508;57558;58474	7071;7072;7073;7074;7075;7076;7077;7078;7079;7080;7081;7082;7083;7084;10226	Q99590;F8VXG7;A0A0A0MTP7;A8MUK0;A8MTP4;F8W6K1;A0A087WTB7	Q99590;F8VXG7;A0A0A0MTP7	SCAF11	Protein SCAF11	1463	28	NA	NA
6854	1	Gib-WT	0.229	8.41e-4	0.0024	10219;23086;27443;46643;50745;51438;52538	7085	Q99598;Q5VVQ1;C4P0D6;C4P0D8;C4P0D4;Q9NRI2	Q99598;Q5VVQ1;C4P0D6;C4P0D8	TSNAX;DISC1	Translin-associated protein X	290	7	NA	NA
6856	1	Gib-WT	0.492	4.42e-4	0.00142	6767;7216;7441;12673;16619;16620;18385;19519;25437;25438;29303;30659;32108;40141;41089;41275;41410;41411;41412;42866;43124;45072;50294;50781;52168	7086;7087;7088;7089;7090;10227	Q99613;B5ME19;H3BPE4;H3BPE3	Q99613;B5ME19	EIF3C;EIF3CL	Eukaryotic translation initiation factor 3 subunit C;Eukaryotic translation initiation factor 3 subunit C-like protein	913	25	NA	NA
6857	1	Gib-WT	-0.00534	0.899	0.918	2886;13825;27303;29295;31195;37699;38020;39806;45025;47156;50430;57633	NA	Q99614;H0YB37	Q99614	TTC1	Tetratricopeptide repeat protein 1	292	12	NA	NA
6858	1	Gib-WT	-0.0434	0.174	0.226	31;3474;4459;10476;10851;14495;15664;23342;23343;23772;27033;27602;29268;35012;36424;36427;42625;60120	NA	Q99615;A0A6I8PU73;A0A6I8PUD4;A0A6I8PS32;A0A6I8PIK4;A0A6I8PR89;A0A6I8PRZ0;A0A6I8PU89;A0A6I8PLE7;K7ER44;K7EIH8;K7EK03;A0A6I8PUC2;K7ESP1;K7EPP7;K7ELJ8;K7EJV7;K7EN19;K7EJL5;A0A6I8PR93;K7EJE9;K7ENB7	Q99615;A0A6I8PU73;A0A6I8PUD4;A0A6I8PS32;A0A6I8PIK4;A0A6I8PR89;A0A6I8PRZ0;A0A6I8PU89;A0A6I8PLE7;K7ER44	DNAJC7	DnaJ homolog subfamily C member 7	494	18	NA	NA
6859	1	Gib-WT	0.636	4.74e-5	2.59e-4	41045;41476;43453;52408;53172	7091	Q99618;F5GX58;F8WDL1;J3KMY0	Q99618;F5GX58;F8WDL1;J3KMY0	CDCA3	Cell division cycle-associated protein 3	268	5	NA	NA
6860	1	Gib-WT	0.0458	0.462	0.525	611;4522;8656;15150;16122;17154;20370;24600;26184;26544;30532;31605;35518;42249;51396;56289	NA	Q99623;F5GY37;J3KPX7;F5H3X6;F5GWA7;A0A7I2V5F0;F5H2D2;A0A3G2KQ93;F5H0C5;U3KPZ5	Q99623;F5GY37;J3KPX7;F5H3X6;F5GWA7;A0A7I2V5F0	PHB2	Prohibitin-2	299	16	NA	NA
6861	1	Gib-WT	0.461	2e-5	1.4e-4	9607;47565;49795;56287	7092;7093;7094;7095	Q99638;F5H4F1	Q99638	RAD9A	Cell cycle checkpoint control protein RAD9A	391	4	NA	NA
6862	1	Gib-WT	0.94	1.66e-7	8.31e-6	6786;28817;30500	NA	Q99640;I3L4K3;I3L3P0;I3L136;A6NHV6;B4DZM6;I3L1H7	Q99640;I3L4K3;I3L3P0;I3L136;A6NHV6;B4DZM6	PKMYT1	Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase	499	3	NA	NA
6864	1	Gib-WT	-0.00192	0.958	0.966	5368;7312;15283;17704;34610;51507	NA	Q99653;H0YNG9;H0YKE7;F5GX29;H0YLX1;H0YLY7	Q99653;H0YNG9;H0YKE7;F5GX29	CHP1	Calcineurin B homologous protein 1	195	6	NA	NA
6865	1	Gib-WT	0.0896	0.0868	0.123	1705;4514;5635;8965;9519;12725;21552;26242;27129;28933;36230	NA	Q99661;Q5JR89;Q5JR91	Q99661;Q5JR89;Q5JR91	KIF2C	Kinesin-like protein KIF2C;Kinesin-like protein	725	10	NA	NA
6869	1	Gib-WT	-0.273	1.47e-5	1.14e-4	241;6434;7289;17729;20515;22808;28755;32101;37245;59037;60329	NA	Q99707;A0A6Q8PGK3;B1ANE3;A0A494C064;A0A494C1A2	Q99707;A0A6Q8PGK3;B1ANE3	MTR	Methionine synthase	1265	11	NA	NA
6870	1	Gib-WT	0.162	0.00131	0.00347	8317;10269;19345;27673;30586;34139;34262;54752	NA	Q99714;Q5H928	Q99714;Q5H928	HSD17B10	3-hydroxyacyl-CoA dehydrogenase type-2	261	8	NA	NA
6871	1	Gib-WT	-0.814	1.01e-8	3.08e-6	5899;10263;18188;20189;22172;43794	7100	Q99717;Q15797;D6RAY1;D6REQ3;D6RDN7;D6RIZ9;D6RD62;D6RBB4;D6RBH9;D6R9D4;H0YAK7	Q99717;Q15797;D6RAY1;D6REQ3;D6RDN7;D6RIZ9;D6RD62;D6RBB4	SMAD5;SMAD1	Mothers against decapentaplegic homolog 5;Mothers against decapentaplegic homolog 1	465	5	NA	NA
6874	1	Gib-WT	0.00823	0.867	0.891	6219;6442;12760;30978;42854;58672	NA	Q99747;J3KTJ6	Q99747;J3KTJ6	NAPG	Gamma-soluble NSF attachment protein	312	6	NA	NA
6876	1	Gib-WT	-0.285	3.34e-4	0.00114	3563;13890;18990;34179	NA	Q99797	Q99797	MIPEP	Mitochondrial intermediate peptidase	713	4	NA	NA
6877	1	Gib-WT	0.206	0.00147	0.00381	1491;6667;9861;24345;26735;34277;36379;39229;43447;60081	NA	Q99805	Q99805	TM9SF2	Transmembrane 9 superfamily member 2	663	10	NA	NA
6879	1	Gib-WT	0.137	0.00762	0.0152	5625;6613;12700;19173;24742;28362;28521;31391;32424;36613;39358;40766;41643;42330;46607;47762;50219;51014;52063;57034	NA	Q99832;F8WAM2	Q99832	CCT7	T-complex protein 1 subunit eta	543	20	NA	NA
6880	1	Gib-WT	0.131	0.124	0.168	7188;16224;16895;31337;41701	NA	Q99836;A0A3F2YP85;A0A494C0J8;A0A0A0MSI9;A0A3B3ITY3	Q99836;A0A3F2YP85;A0A494C0J8;A0A0A0MSI9	MYD88	Myeloid differentiation primary response protein MyD88	296	5	NA	NA
6881	1	Gib-WT	0.0675	0.382	0.447	5919;6156;8426;15173;20132;26903;29541;35017;39534;43469;57173	7102;7103;7104;10228	Q99848;H7C2Q8	Q99848;H7C2Q8	EBNA1BP2	Probable rRNA-processing protein EBP2	306	11	NA	NA
6882	1	Gib-WT	0.232	0.00508	0.0107	18357;19208;41887;50886	7105	Q99871;A6NDA1;H7BZF8	Q99871	HAUS7	HAUS augmin-like complex subunit 7	368	4	NA	NA
6883	1	Gib-WT	0.345	2.98e-4	0.00105	17703;56283;58302	NA	Q99943	Q99943	AGPAT1	1-acyl-sn-glycerol-3-phosphate acyltransferase alpha	283	3	NA	NA
6885	1	Gib-WT	0.274	5.32e-4	0.00164	18204;44747;53096;55100	7107;7108;7109;7110	Q99958	Q99958	FOXC2	Forkhead box protein C2	501	4	NA	NA
6886	1	Gib-WT	-0.0143	0.817	0.847	8562;21735;25381;60452	NA	Q99959	Q99959	PKP2	Plakophilin-2	881	4	NA	NA
6887	1	Gib-WT	0.484	3.66e-6	4.62e-5	5255;6281;9591;13379;14246;23717;29273;33960;37875;39631;41229;47091;51437;55360	NA	Q99961;M0QYE0;M0R0I3;Q99962;M0R2K6	Q99961;M0QYE0;M0R0I3	SH3GL1	Endophilin-A2	368	14	NA	NA
6889	1	Gib-WT	0.0471	0.29	0.351	5166;7079;8082;12738;14035;14262;31393;55033;60749	NA	Q99986;H0YJ50;H0YJJ9;H0YJF7	Q99986;H0YJ50	VRK1	Serine/threonine-protein kinase VRK1	396	9	NA	NA
6890	1	Gib-WT	0.0676	0.475	0.537	1584;8027;10832;13531;15441;17736;31661;45327;51529;52604;58100	NA	Q9BPU6;E7EWB4;E9PHT0;E7ESV0	Q9BPU6	DPYSL5	Dihydropyrimidinase-related protein 5	564	11	NA	NA
6892	1	Gib-WT	-0.0747	0.0618	0.0922	3657;4220;10842;11992;11993;23958;29008;29151;31537;46449;51037;51793;51794;53124;53604;55711;56515	7111	Q9BPX3;D6RA93;H0Y9Z8	Q9BPX3	NCAPG	Condensin complex subunit 3	1015	17	NA	NA
6893	1	Gib-WT	0.105	0.153	0.202	3093;4554;19035;43772;48268	NA	Q9BPX5	Q9BPX5	ARPC5L	Actin-related protein 2/3 complex subunit 5-like protein	153	5	NA	NA
6896	1	Gib-WT	-0.192	1.31e-4	5.56e-4	2805;8621;8622;12124;20514;22771;32376;33237;36962;41209;45814;50935;51135;55546;56417;57512;59294	7113	Q9BQ39;A0A087WVC1	Q9BQ39;A0A087WVC1	DDX50	ATP-dependent RNA helicase DDX50	737	15	NA	NA
6897	1	Gib-WT	0.206	0.00357	0.00799	2640;3267;13159;16706;20466;20814;33498;35663;39101;44167;50271;51540;55531;56835;58256;59819	7114;7115;7116	Q9BQ52;G5E9D5;E7ES68;V9GZ72;H7C2I4;V9GYS7	Q9BQ52;G5E9D5;E7ES68	ELAC2	Zinc phosphodiesterase ELAC protein 2	826	16	NA	NA
6898	1	Gib-WT	0.326	0.00429	0.00934	2612;10954;19405;27334;39910;40720;41851;50593	NA	Q9BQ61;K7EN60;K7ELS0;K7ERU7	Q9BQ61;K7EN60	C19orf43	Uncharacterized protein C19orf43	176	8	NA	NA
6899	1	Gib-WT	0.373	3.02e-6	4.11e-5	892;4780;7903;12201;21098;28004;31853;40499;45726;50282;57582	7117	Q9BQ67;M0QX71	Q9BQ67	GRWD1	Glutamate-rich WD repeat-containing protein 1	446	11	NA	NA
6901	1	Gib-WT	0.0202	0.732	0.775	1094;5010;13654	NA	Q9BQ95;J3KTF5;K7EPL5	Q9BQ95	ECSIT	"Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial"	431	3	NA	NA
6902	1	Gib-WT	-0.123	0.00868	0.017	2529;9066;9782;25237;44506;59246	NA	Q9BQA1;H0Y711	Q9BQA1;H0Y711	WDR77	Methylosome protein 50	342	6	NA	NA
6903	1	Gib-WT	-0.173	0.0051	0.0108	2224;10286;44719	NA	Q9BQA9;J3KTF4;J3QRZ2;J3QLB7;J3QKS6;J3QRG5;J3KSJ5;H0Y2X1	Q9BQA9;J3KTF4;J3QRZ2;J3QLB7;J3QKS6;J3QRG5;J3KSJ5	C17orf62	Uncharacterized protein C17orf62	187	3	NA	NA
6904	1	Gib-WT	0.334	9.08e-5	4.27e-4	1853;19650;29737;29745;30637;43159;48507;58022	7119	Q9BQC3;H0YCR5;E9PLL2;E9PMH7	Q9BQC3;H0YCR5	DPH2	Diphthamide biosynthesis protein 2	489	8	NA	NA
6906	1	Gib-WT	0.178	0.00122	0.00327	11802;16324;35996;50371;54735;56470;58902;58910	5201;7120;7121;7122	Q9BQE9;F2Z3H6;F8WE18;F8WDZ4	Q9BQE9;F2Z3H6;F8WE18;F8WDZ4	BCL7B	B-cell CLL/lymphoma 7 protein family member B	202	8	NA	NA
6907	1	Gib-WT	0.366	9.97e-7	2.34e-5	2056;2448;4474;4567;7615;9062;9220;12881;13263;14557;14564;15928;16238;20549;23224;23669;24508;27768;28238;30761;31132;31712;34418;38034;39252;40010;40950;43110;44355;44812;47325;47338;56741;58231;58232;59079;59146	2427;2428;2429;2430;7123;9298;9299	Q9BQG0	Q9BQG0	MYBBP1A	Myb-binding protein 1A	1328	37	NA	NA
6908	1	Gib-WT	-0.309	5.56e-4	0.00171	2674;10795;14691;15608;29220;49477	10230;10672	Q9BQG2	Q9BQG2	NUDT12	Peroxisomal NADH pyrophosphatase NUDT12	462	6	NA	NA
6910	1	Gib-WT	-0.0963	0.0451	0.0701	9300;18375;23985;25112;32070;44867;54615;57340;59551	NA	Q9BQL6;G3V1L6;Q5JWV4	Q9BQL6	FERMT1	Fermitin family homolog 1	677	9	NA	NA
6911	1	Gib-WT	0.0532	0.49	0.552	16131;21896;28506;38059;41792;44560;56321;60425	7125	Q9BQP7;Q5QPE7;Q5QPE8	Q9BQP7;Q5QPE7;Q5QPE8	MGME1	Mitochondrial genome maintenance exonuclease 1	344	8	NA	NA
